Source,Target,Type,Weight
Paper_52,Propose a method to investigate a firm's strategic changes,HAS_PURPOSE,1.0
Paper_52,Analyze changes in R&D efforts by identifying key R&D personnel using patent co-inventor network analysis,HAS_PURPOSE,1.0
Paper_52,Patent network analysis using patent citation data to analyze knowledge flow among technological fields,HAS_METHODOLOGY,1.0
Paper_52,Analysis based on characteristics of application and granted patents,HAS_METHODOLOGY,1.0
Paper_52,Analysis of patent data from USPTO and KIPO,HAS_METHODOLOGY,1.0
Paper_52,Method successfully analyzed current and future strategies of Samsung Electronics,HAS_RESULTS,1.0
Paper_52,Results show clear strategic changes in Samsung's focal technologies and business,HAS_RESULTS,1.0
Paper_53,"Knowledge is recognized as a key driver of long-run economic growth, but not all knowledge has the same value",HAS_BACKGROUND,1.0
Paper_53,Economic geography and related fields have focused on counting knowledge inputs/outputs rather than assessing knowledge quality,HAS_BACKGROUND,1.0
Paper_53,Existing research lacks adequate measures for evaluating the quality and complexity of knowledge produced,HAS_BACKGROUND,1.0
Paper_53,Measure the complexity of knowledge using a novel index,HAS_PURPOSE,1.0
Paper_53,Map the distribution and evolution of knowledge complexity across US cities,HAS_PURPOSE,1.0
Paper_53,Explore how the spatial diffusion of knowledge is linked to its complexity,HAS_PURPOSE,1.0
Paper_53,Knowledge complexity index based on bimodal network models by Hidalgo and Hausmann,HAS_METHODOLOGY,1.0
Paper_53,Analysis of more than 2 million patent records from US Patent and Trademark Office,HAS_METHODOLOGY,1.0
Paper_53,Examines patent classes across US metropolitan areas from 1975 to 2010,HAS_METHODOLOGY,1.0
Paper_53,Knowledge complexity is unevenly distributed across the United States,HAS_RESULTS,1.0
Paper_53,Cities with most complex technological structures are not necessarily those with highest patenting rates,HAS_RESULTS,1.0
Paper_53,More complex patents are less likely to be cited when citing and cited patents are in different metropolitan areas,HAS_RESULTS,1.0
Paper_54,Small-world networks are theoretically considered to enhance creativity but empirical studies of their evolution and benefits remain scarce,HAS_BACKGROUND,1.0
Paper_54,There is a lack of evidence regarding the actual effects of collaboration networks on innovation,HAS_BACKGROUND,1.0
Paper_54,Investigate the effects of collaboration networks on innovation using patent coauthorship data,HAS_PURPOSE,1.0
Paper_54,Test whether small-world structure enhances innovative productivity within geographic regions,HAS_PURPOSE,1.0
Paper_54,Developed and exploited a novel database on patent coauthorship,HAS_METHODOLOGY,1.0
Paper_54,Used statistical models to test the relationship between network structure and innovation,HAS_METHODOLOGY,1.0
Paper_54,Analyzed regional small-world structures and giant components in patent collaboration networks,HAS_METHODOLOGY,1.0
Paper_54,Failed to find evidence that small-world structure (cohesive clusters with nonlocal ties) enhances innovative productivity,HAS_RESULTS,1.0
Paper_54,Found that both shorter path lengths and larger connected components correlate with increased innovation,HAS_RESULTS,1.0
Paper_54,Observed the emergence and disappearance of giant components in patent collaboration networks,HAS_RESULTS,1.0
Paper_55,"International technology transfer is a key determinant of national revenue and economic growth, providing competitive advantages to countries",HAS_BACKGROUND,1.0
Paper_55,"The role of universities in innovation has changed, leading to a significant increase in academic patents over the past decade",HAS_BACKGROUND,1.0
Paper_55,Investigation of international technology transfer patterns from academic patents has become essential,HAS_BACKGROUND,1.0
Paper_55,To analyze academic patents involved in international technology transfer,HAS_PURPOSE,1.0
Paper_55,To identify technological hotspots through technological structure network analysis,HAS_PURPOSE,1.0
Paper_55,To establish an academic patent technological hotspot network model for guiding technology transfer and government promotion of emerging technologies,HAS_PURPOSE,1.0
Paper_55,Used academic patents involved in international technology transfer as analysis basis,HAS_METHODOLOGY,1.0
Paper_55,Conducted technological structure network analysis to identify hotspots,HAS_METHODOLOGY,1.0
Paper_55,"Key technologies in academic patent-based international technology transfer networks were concentrated in measurement, nanotechnology, medical technology, biotechnology, and electric digital data processing",HAS_RESULTS,1.0
Paper_55,Established an academic patent technological hotspot network model for reference in academic technology transfers and government promotion of emerging technologies,HAS_RESULTS,1.0
Paper_56,Previous research has focused on national and sectoral factors in network formation separately,HAS_BACKGROUND,1.0
Paper_56,Existing attempts have neglected to identify and link factors from both national and sectoral innovation systems within networks,HAS_BACKGROUND,1.0
Paper_56,There is a gap in understanding how national and sectoral factors intersect in network formation in emerging sectors,HAS_BACKGROUND,1.0
Paper_56,Examine cross-country differences within a sector and cross-sectoral differences within a country as consequences of sectoral-national intersections,HAS_PURPOSE,1.0
Paper_56,Analyze how national factors intersect with sectoral characteristics in network formation,HAS_PURPOSE,1.0
Paper_56,Identify the combined effects of national and sectoral innovation systems on networking activities,HAS_PURPOSE,1.0
Paper_56,Patent network analysis using patent citation data to analyze knowledge flow among technological fields,HAS_METHODOLOGY,1.0
Paper_56,Two emerging sectors analyzed: hydrogen energy sector and nanotechnology sector,HAS_METHODOLOGY,1.0
Paper_56,Time period: 2004-2012 across four diverse developed countries,HAS_METHODOLOGY,1.0
Paper_56,The two sectors demonstrate significantly varied networking activities influenced by national capability orientations,HAS_RESULTS,1.0
Paper_56,Cross-country differences in networking activities are varied by technological path dependence,HAS_RESULTS,1.0
Paper_56,Sectoral-national intersections have distinct impacts on networking patterns in emerging technological fields,HAS_RESULTS,1.0
Paper_57,Network meta-analysis of treatments for Alzheimer's disease,HAS_BACKGROUND,1.0
Paper_57,Comparison between Chinese patent medicine and western medicine interventions,HAS_BACKGROUND,1.0
Paper_57,Need to evaluate both efficacy and safety profiles,HAS_BACKGROUND,1.0
Paper_57,Evaluate the efficacy and safety of Chinese patent medicine compared with western medicine for Alzheimer's disease,HAS_PURPOSE,1.0
Paper_57,Assess combination therapy of Chinese patent medicine with western medicine,HAS_PURPOSE,1.0
Paper_57,Rank treatment interventions using network meta-analysis,HAS_PURPOSE,1.0
Paper_57,Network meta-analysis methodology,HAS_METHODOLOGY,1.0
Paper_57,47 studies analyzed from 7 databases up to June 2022,HAS_METHODOLOGY,1.0
Paper_57,11 different Chinese patent medicines evaluated,HAS_METHODOLOGY,1.0
Paper_57,"Used screening, data extraction, and quality assessment protocols",HAS_METHODOLOGY,1.0
Paper_57,"Chinese patent medicine intervention superior to western medicine in MMSE, ADL, effective rate, and ADAS-Cog scores",HAS_RESULTS,1.0
Paper_57,Combination therapy (Chinese patent medicine + western medicine) showed prominent effects and ranked first in all efficacy outcomes,HAS_RESULTS,1.0
Paper_57,Chinese patent medicine alone ranked first in reducing adverse reactions,HAS_RESULTS,1.0
Paper_57,Some evidence of small sample effects and publication bias in funnel plots,HAS_RESULTS,1.0
Paper_57,Conclusion requires validation with clinical syndrome differentiation and larger multi-center studies,HAS_RESULTS,1.0
Paper_58,Increased interest in intellectual property and innovation-promoting institutions during the 1990s,HAS_BACKGROUND,1.0
Paper_58,Need for a comprehensive introduction to the economics of innovation suitable for different educational levels,HAS_BACKGROUND,1.0
Paper_58,Provide a clear and wide-ranging introduction to the economics of innovation,HAS_PURPOSE,1.0
Paper_58,"Achieve a balanced mix of institutional details, examples, and theoretical analysis",HAS_PURPOSE,1.0
Paper_58,"Present historical, legal, and institutional contexts in which innovation occurs",HAS_PURPOSE,1.0
Paper_58,Historical overview of innovation institutions from ancient times to modern government funding,HAS_METHODOLOGY,1.0
Paper_58,Analysis of technical and abstract economic concepts,HAS_METHODOLOGY,1.0
Paper_58,Examination of current controversies and policy-relevant topics,HAS_METHODOLOGY,1.0
Paper_59,Rapid development of green transportation technologies in China driven by climate change and environmental pollution concerns,HAS_BACKGROUND,1.0
Paper_59,Collaborative innovation involving multiple entities is a critical driver for the transportation sector,HAS_BACKGROUND,1.0
Paper_59,"Existing research focuses on scientific literature analysis, but lacks investigation of collaborative technology innovation represented by patents in transportation",HAS_BACKGROUND,1.0
Paper_59,Establish an analytical framework for the green transportation innovation network,HAS_PURPOSE,1.0
Paper_59,Identify key collaboration activities and strategies in green transportation technology innovation,HAS_PURPOSE,1.0
Paper_59,Research framework based on social network analysis approach,HAS_METHODOLOGY,1.0
Paper_59,Analysis of collaborative innovation network using patent data for green transportation technologies,HAS_METHODOLOGY,1.0
Paper_59,"Classification of innovation entities into four groups: business enterprises, individuals, universities, and research institutions",HAS_METHODOLOGY,1.0
Paper_59,"Proposed framework helps examine critical nodes and links in the network, including their types and characteristics",HAS_RESULTS,1.0
Paper_59,Increasing number of green transportation technologies indicates active cooperation in the field,HAS_RESULTS,1.0
Paper_59,Business enterprises play a major role in cooperative innovation,HAS_RESULTS,1.0
Paper_60,Explores evolutionary mechanisms of inter-firm collaborative innovation networks in the Korean ICT industry,HAS_BACKGROUND,1.0
Paper_60,Focuses on inter-firm homophily as a key mechanism in network formation,HAS_BACKGROUND,1.0
Paper_60,Examines how firms participate in collaborative innovation to address resource needs,HAS_BACKGROUND,1.0
Paper_60,To understand how firms participate in collaborative innovation primarily to complement their technological resources,HAS_PURPOSE,1.0
Paper_60,To reveal how the collaborative innovation network among Korean ICT firms has evolved through homophily mechanisms,HAS_PURPOSE,1.0
Paper_60,To provide policy implications for promoting SMEs' participation in collaborative innovation,HAS_PURPOSE,1.0
Paper_60,Uses firm network data based on joint patents from 1980 to 2015,HAS_METHODOLOGY,1.0
Paper_60,Analyzes inter-firm collaborative innovation patterns in the Korean ICT industry,HAS_METHODOLOGY,1.0
Paper_60,Examines homophily mechanisms driving network evolution,HAS_METHODOLOGY,1.0
Paper_60,Firms participate in collaborative innovation primarily to complement technological resources,HAS_RESULTS,1.0
Paper_60,Collaborative innovation network evolved mainly by homophily mechanisms with limited expandability,HAS_RESULTS,1.0
Paper_60,Government can promote SME participation by focusing on supporting technological capability development,HAS_RESULTS,1.0
Paper_61,Essential patents declared by SSO members do not align well with actual knowledge positions in standards-based markets when measured by main-path network analysis.,HAS_BACKGROUND,1.0
Paper_61,There is a gap between declared essential patents and their actual influence in knowledge networks.,HAS_BACKGROUND,1.0
Paper_61,Investigate knowledge positions of essential patents in JTC1 SSO using social network analysis focused on brokerage processes.,HAS_PURPOSE,1.0
Paper_61,"Understand the roles of essential patents in transactions, relations, and knowledge exchange within patent citation networks.",HAS_PURPOSE,1.0
Paper_61,Patent network analysis using patent citation data to analyze knowledge flow among technological fields,HAS_METHODOLOGY,1.0
Paper_61,Analysis focused on brokerage processes in patent citation networks rather than only main-path analysis.,HAS_METHODOLOGY,1.0
Paper_61,JTC1 SSO specializes in worldwide ICT standards development for business and consumer applications.,HAS_METHODOLOGY,1.0
Paper_61,Brokerage-process approach provides better understanding of essential patents' roles than main-path analysis.,HAS_RESULTS,1.0
Paper_61,"Essential patents dominate transactions, relations, and knowledge exchange in patent citation networks.",HAS_RESULTS,1.0
Paper_61,Claiming essentiality depends on strategic behavior of both patent owners and SSOs.,HAS_RESULTS,1.0
Paper_62,Patent transactions are important for technology transfer strategies,HAS_BACKGROUND,1.0
Paper_62,Patent transaction markets involve two major factors: market power of transactional negotiation and technological connections of an industry,HAS_BACKGROUND,1.0
Paper_62,There is a need to explore strategic intentions within patent transaction markets,HAS_BACKGROUND,1.0
Paper_62,To explore strategic intentions within patent transaction markets,HAS_PURPOSE,1.0
Paper_62,To identify patent transactions and analyze market structure,HAS_PURPOSE,1.0
Paper_62,To understand value propositions of major transactors and establish transactional typologies,HAS_PURPOSE,1.0
Paper_62,Analyzed thin film transistor liquid crystal display patents from USPTO database (2002-2012),HAS_METHODOLOGY,1.0
Paper_62,Used social network analysis to measure market status and industrial constraints,HAS_METHODOLOGY,1.0
Paper_62,Identified patent transactions and transactional typologies,HAS_METHODOLOGY,1.0
Paper_62,Patent transaction markets are highly structured with a core stratum controlling most transactions,HAS_RESULTS,1.0
Paper_62,Major transactors demonstrate various value propositions and constitute four transactional typologies,HAS_RESULTS,1.0
Paper_62,Findings encapsulate essence of technology/knowledge transfer markets relevant to strategic competitiveness deployment,HAS_RESULTS,1.0
Paper_63,Exploratory innovation requires access to heterogeneous resources for novel knowledge combinations and high-quality cooperation to absorb heterogeneous knowledge,HAS_BACKGROUND,1.0
Paper_63,Structural holes and prominent positions exert critical effects on exploratory innovation,HAS_BACKGROUND,1.0
Paper_63,Few existing studies have investigated the influences of both network positions on exploratory innovation simultaneously,HAS_BACKGROUND,1.0
Paper_63,Identify the influence of network positions on exploratory innovation and the contingency mechanism,HAS_PURPOSE,1.0
Paper_63,Provide reference for R&D network structural optimization toward exploratory innovation,HAS_PURPOSE,1.0
Paper_63,Constructed R&D collaboration networks of 215 firms in China's low-carbon energy technology field based on joint patent filing relationships in IPC Green Inventory,HAS_METHODOLOGY,1.0
Paper_63,Used negative binomial regression to analyze network positions' influences on exploratory innovation,HAS_METHODOLOGY,1.0
Paper_63,Examined moderating effect of network density,HAS_METHODOLOGY,1.0
Paper_63,Network prominence and structural holes have inverted U-shaped effects on exploratory innovation,HAS_RESULTS,1.0
Paper_63,Simultaneous occupation of prominent positions and structural holes hinders exploratory innovation,HAS_RESULTS,1.0
Paper_63,Network density has positive effect on prominence-innovation relationship and negative effect on structural holes-innovation relationship,HAS_RESULTS,1.0
Paper_64,Artificial intelligence is being applied in disaster management to replace humans and help prevent disasters and minimize damages,HAS_BACKGROUND,1.0
Paper_64,There is a need to analyze disaster AI technologies to effectively utilize them,HAS_BACKGROUND,1.0
Paper_64,The research focuses on analyzing patent documents related to disaster AI technology,HAS_BACKGROUND,1.0
Paper_64,To analyze patent documents related to disaster AI technology,HAS_PURPOSE,1.0
Paper_64,To propose Bayesian network modeling and factor analysis for technology analysis of disaster AI,HAS_PURPOSE,1.0
Paper_64,Bayesian network modeling based on probability distribution and graph theory,HAS_METHODOLOGY,1.0
Paper_64,Factor analysis using statistical models dependent on multivariate data analysis,HAS_METHODOLOGY,1.0
Paper_64,Case study with patent data collection and analysis related to disaster AI,HAS_METHODOLOGY,1.0
Paper_65,"Blockchain technology has high growth potential with benefits including streamlined procedures, cost reduction, and work innovation",HAS_BACKGROUND,1.0
Paper_65,"Countries worldwide are actively developing blockchain technology applications in finance, logistics, and healthcare",HAS_BACKGROUND,1.0
Paper_65,Tracing and analyzing blockchain technology developmental trajectories provides valuable insights for R&D direction and strategies,HAS_BACKGROUND,1.0
Paper_65,Develop an improved knowledge persistence-based main path approach to identify blockchain technology trajectories,HAS_PURPOSE,1.0
Paper_65,Identify future technological directions for each blockchain sub-technology using knowledge unconventionality metric,HAS_PURPOSE,1.0
Paper_65,Improved knowledge persistence-based main path approach,HAS_METHODOLOGY,1.0
Paper_65,Knowledge unconventionality metric for identifying future directions,HAS_METHODOLOGY,1.0
Paper_65,Blockchain technology can be divided into five sub-technologies,HAS_RESULTS,1.0
Paper_65,Each sub-technology evolved with high technological interactions among other sub-technologies,HAS_RESULTS,1.0
Paper_65,Identified potential future directions for each sub-technology based on last knowledge streams of main paths,HAS_RESULTS,1.0
Paper_66,"Currently, only about 11% of energy-saving enterprises in China have R&D activities",HAS_BACKGROUND,1.0
Paper_66,There is a need to support R&D of common and key technologies in energy-saving industries,HAS_BACKGROUND,1.0
Paper_66,Forecast the future development of UIC technology according to changes of IPC in different time periods,HAS_PURPOSE,1.0
Paper_66,Provide a theoretical basis for UIC policymakers of energy-saving environmental protection industry,HAS_PURPOSE,1.0
Paper_66,Uses two-mode network analysis method to build four-stage IPC code UIC innovation-technology network,HAS_METHODOLOGY,1.0
Paper_66,"Researches UIC innovation network applicant heterogeneity, UIC technology network and technology relevance",HAS_METHODOLOGY,1.0
Paper_66,Analyzes applicant node CN and IPC node TN using two-mode network theories and methods,HAS_METHODOLOGY,1.0
Paper_66,"Identifies important applicants, focal technologies, and correlation of focal technologies",HAS_RESULTS,1.0
Paper_66,Analyzes development trends of energy saving technology in the future,HAS_RESULTS,1.0
Paper_66,"Recommends government implementation of top-level design, improved industrial policies, and strengthened investment in technology R&D",HAS_RESULTS,1.0
Paper_67,Blockchain is recognized as an emerging global technology phenomenon,HAS_BACKGROUND,1.0
Paper_67,Existing literature lacks descriptions of blockchain cooperation characteristics and innovation landscape,HAS_BACKGROUND,1.0
Paper_67,Lack of comparative analysis of blockchain development between China and the United States,HAS_BACKGROUND,1.0
Paper_67,Compare the development of blockchain technology and technological collaboration in China and the United States using patent data,HAS_PURPOSE,1.0
Paper_67,Analyze cooperation characteristics and innovation landscape of blockchain through social network analysis,HAS_PURPOSE,1.0
Paper_67,Investigate patent attributes-influencing factors behind node cooperation importance,HAS_PURPOSE,1.0
Paper_67,Social Network Analysis (SNA) methodology,HAS_METHODOLOGY,1.0
Paper_67,Patent data analysis,HAS_METHODOLOGY,1.0
Paper_67,Comparative analysis between China and United States,HAS_METHODOLOGY,1.0
Paper_67,China's blockchain patent applications are increasing rapidly due to consistent national strategies,HAS_RESULTS,1.0
Paper_67,Both countries have notable agglomerations in few geographical areas or cities,HAS_RESULTS,1.0
Paper_67,"US university/enterprise blocks have broader/deeper cooperation, while Chinese blocks cooperate more within blocks with more isolated blocks",HAS_RESULTS,1.0
Paper_67,"China's cooperation network shows greater degree of cooperation for inventors/important patents, while US shows greater enterprise influence",HAS_RESULTS,1.0
Paper_68,"Semiconductor optical amplifiers (SOAs) have gained importance with advancements in 5G, mobile communication, and optical communication technologies.",HAS_BACKGROUND,1.0
Paper_68,Most existing SOA studies focus on technical discussions or market research but fail to identify critical SOA technologies and development trends.,HAS_BACKGROUND,1.0
Paper_68,There is a gap in understanding the key technological areas and evolution patterns in SOA patent landscape.,HAS_BACKGROUND,1.0
Paper_68,To analyze SOA patents and construct a technology network to identify critical SOA technologies and development trends.,HAS_PURPOSE,1.0
Paper_68,To explore the distribution of critical technologies across different fields and identify key players in SOA technology development.,HAS_PURPOSE,1.0
Paper_68,To provide a model for R&D resource management and promotion of new technologies.,HAS_PURPOSE,1.0
Paper_68,Analysis of SOA patents to construct a technology network.,HAS_METHODOLOGY,1.0
Paper_68,Patent classification using IPC codes to identify critical technology areas.,HAS_METHODOLOGY,1.0
Paper_68,"Patentee analysis to examine the roles of public sector, academia, and private entities.",HAS_METHODOLOGY,1.0
Paper_68,"Critical SOA technologies are found in lasers (H01S3), semiconductor lasers, light guides, electromagnetic wave transmission communication, and light source control devices.",HAS_RESULTS,1.0
Paper_68,Lasers (H01S3) account for the highest percentage at 22.21% among the five critical technologies.,HAS_RESULTS,1.0
Paper_68,"Critical technologies span multiple fields rather than focusing on specific areas, with significant recent development in semiconductor lasers.",HAS_RESULTS,1.0
Paper_68,"Public sector and academia play weak roles in early and follow-up SOA technology development, suggesting need for increased government R&D investment.",HAS_RESULTS,1.0
Paper_69,"Existing research uses patent citation networks for mapping technological trajectories, but there is a paucity of analytical tools for analyzing these networks from a technology dynamics perspective.",HAS_BACKGROUND,1.0
Paper_69,The telecommunication switching industry provides a case study for understanding the co-evolution of technology and industry structure in an oligopolistic and regulated sector.,HAS_BACKGROUND,1.0
Paper_69,There is a need to move beyond considering patents as mere 'count units' and to develop methods that incorporate their descriptive contents and knowledge flows.,HAS_BACKGROUND,1.0
Paper_69,Develop a new methodology based on the 'inheritance of genes' concept to create indicators for knowledge cumulativeness and detect emerging technologies within patent citation networks.,HAS_PURPOSE,1.0
Paper_69,Provide an in-depth case study of the structural evolution of the telecommunication switching industry using the Sectoral System of Innovation approach.,HAS_PURPOSE,1.0
Paper_69,Couple qualitative and quantitative research methods to map knowledge flows and analyze technology dynamics in telecommunications switching.,HAS_PURPOSE,1.0
Paper_69,Mixed-methods approach combining qualitative analysis of secondary sources with quantitative analysis of a patent citation network (patents granted 1963-2001).,HAS_METHODOLOGY,1.0
Paper_69,Uses Hummon and Doreian's (1989) method for mapping knowledge flows and develops new indicators based on genetic inheritance concepts (Mendelian law) for knowledge persistence.,HAS_METHODOLOGY,1.0
Paper_69,"Analyzes industry evolution through five dimensions: market structure, barriers to entry, demand, relevant actors and relations, and sources of knowledge and technology.",HAS_METHODOLOGY,1.0
Paper_69,"The proposed method successfully clusters patents according to different technological paradigms and reveals that adaptation of radical technologies (e.g., packet switching) occurred through intense exploration of limited technological spaces.",HAS_RESULTS,1.0
Paper_69,"The telecommunication switching industry displays 'slow dynamics' despite radical technological changes, attributed to slow innovation processes and long-term procurement contracts.",HAS_RESULTS,1.0
Paper_69,Analysis reveals significant heterogeneity among major players in terms of internationalization and telecommunication specialization patterns.,HAS_RESULTS,1.0
Paper_70,5G has become a major focus of research and development in the telecom industry,HAS_BACKGROUND,1.0
Paper_70,There is a need to understand development trends and technical hotspots of 5G technology,HAS_BACKGROUND,1.0
Paper_70,Understand 5G development trends and technical hot spots through patent analysis,HAS_PURPOSE,1.0
Paper_70,Build a citation network at the assignee organization level,HAS_PURPOSE,1.0
Paper_70,Provide an analytical model for patent analysis and technological knowledge flow applicable to other fields,HAS_PURPOSE,1.0
Paper_70,"Four-step workflow: patent data collection/cleaning, patent overview analysis, network creation/analysis, O-I index analysis",HAS_METHODOLOGY,1.0
Paper_70,Patent data collected from United States Patent and Trademark Office (USPTO),HAS_METHODOLOGY,1.0
Paper_70,"Methods include patent overview analysis, network topology analysis, and O-I index analysis",HAS_METHODOLOGY,1.0
Paper_70,"Understands application trends, technical hot spots, leading players, network structure, and knowledge flow",HAS_RESULTS,1.0
Paper_70,"Comprehension of network structure, characteristics, and critical nodes",HAS_RESULTS,1.0
Paper_70,Identification of 5G technology knowledge flow between organizations through O-I index analysis,HAS_RESULTS,1.0
Paper_71,Hyperlipidaemia requires effective therapeutic treatments.,HAS_BACKGROUND,1.0
Paper_71,There is a need to evaluate the comparative effectiveness of different Chinese patent medicines containing red yeast rice.,HAS_BACKGROUND,1.0
Paper_71,To evaluate the therapeutic effectiveness of Chinese patent medicines containing red yeast rice for hyperlipidaemia treatment.,HAS_PURPOSE,1.0
Paper_71,To rank the effectiveness of different formulations using network meta-analysis.,HAS_PURPOSE,1.0
Paper_71,Network meta-analysis performed using Stata 13.1 software.,HAS_METHODOLOGY,1.0
Paper_71,47 randomized clinical trials involving 4824 subjects from six electronic databases.,HAS_METHODOLOGY,1.0
Paper_71,Methodological quality assessed using Cochrane risk of bias tool; treatments ranked using SUCRA probability values.,HAS_METHODOLOGY,1.0
Paper_71,Xuezhikang,HAS_RESULTS,1.0
Paper_71,Xuezhikang,HAS_RESULTS,1.0
Paper_71,"Studies exhibited limitations, indicating need for more rigorously designed future research.",HAS_RESULTS,1.0
Paper_72,Comparison of patent foramen ovale (PFO) closure versus oral anticoagulant therapy (OAT) for recurrent stroke prevention in patients with PFO.,HAS_BACKGROUND,1.0
Paper_72,To evaluate the comparative effectiveness and safety of PFO closure versus OAT for preventing recurrent strokes.,HAS_PURPOSE,1.0
Paper_72,To determine if one strategy is superior or if they are equally effective.,HAS_PURPOSE,1.0
Paper_72,PFO closure and OAT appear to be equally effective for recurrent stroke prevention.,HAS_RESULTS,1.0
Paper_72,"PFO closure probably increases risk of persistent atrial fibrillation (RD +18, moderate certainty) and device-related adverse events (RD +36, high certainty).",HAS_RESULTS,1.0
Paper_72,OAT therapy is associated with an increased risk of bleeding.,HAS_RESULTS,1.0
Paper_72,A randomized trial is recommended to identify which patients benefit most from each strategy.,HAS_RESULTS,1.0
Paper_73,Need to predict new technologies by analyzing patent data and identifying key technology trends,HAS_BACKGROUND,1.0
Paper_73,Smart logistics technology identified as an important domain for analysis,HAS_BACKGROUND,1.0
Paper_73,Predict new technologies in smart logistics using Temporal Network analysis of patent data,HAS_PURPOSE,1.0
Paper_73,Identify core and converging technologies to forecast future advancements,HAS_PURPOSE,1.0
Paper_73,Provide data for developing R&D strategies and technology roadmaps,HAS_PURPOSE,1.0
Paper_73,Extract relevant patents using technical keywords from literature and industry reports,HAS_METHODOLOGY,1.0
Paper_73,Employ technology prospect analysis to assess innovation stage,HAS_METHODOLOGY,1.0
Paper_73,Establish IPC Temporal Network to identify core and converging technologies,HAS_METHODOLOGY,1.0
Paper_73,Smart logistics technology is in a growth stage with continuous expansion,HAS_RESULTS,1.0
Paper_73,Quantitatively confirmed as a hot technology domain with future-oriented upward trend,HAS_RESULTS,1.0
Paper_73,Predicted six innovative logistics technologies that align with global logistics technology roadmaps,HAS_RESULTS,1.0
Paper_74,Policy discourse research is divided into actor-centered and content-oriented approaches,HAS_BACKGROUND,1.0
Paper_74,There is a gap between these two approaches in political discourse analysis,HAS_BACKGROUND,1.0
Paper_74,Existing methods may not capture dynamic relationships between actors and discourse content,HAS_BACKGROUND,1.0
Paper_74,Introduce Discourse Network Analysis to bridge actor-centered and content-oriented approaches,HAS_PURPOSE,1.0
Paper_74,Take a relational perspective to analyze political discourse dynamically,HAS_PURPOSE,1.0
Paper_74,"Make cleavage lines and alignments measurable at actor, content, and combined levels",HAS_PURPOSE,1.0
Paper_74,Discourse Network Analysis based on social network analysis and qualitative content analysis,HAS_METHODOLOGY,1.0
Paper_74,Comparison with political claims analysis as a competing method,HAS_METHODOLOGY,1.0
Paper_74,Application to European-level discourse on software patents case study,HAS_METHODOLOGY,1.0
Paper_74,Demonstrated how an anti-software-patent coalition was mobilized and gained control over important frames,HAS_RESULTS,1.0
Paper_74,Showed that the well-organized pro-software-patent discourse coalition failed to gain sovereignty over the discourse,HAS_RESULTS,1.0
Paper_74,Successfully revealed previously unobservable dynamics and alignments in the policy discourse,HAS_RESULTS,1.0
Paper_75,Technology management is crucial for companies and nations as economic competitiveness depends on technological prowess,HAS_BACKGROUND,1.0
Paper_75,Patents serve as a representative index of technological competitiveness due to their detailed information about developed technologies,HAS_BACKGROUND,1.0
Paper_75,Patent analysis is an efficient tool for technology management activities like R&D planning and technology marketing,HAS_BACKGROUND,1.0
Paper_75,Propose a patent analysis method using Bayesian network models,HAS_PURPOSE,1.0
Paper_75,Use International Patent Classification (IPC) codes as variables in Bayesian networks to obtain technological associations between codes,HAS_PURPOSE,1.0
Paper_75,Bayesian network models for representing relationships between variables,HAS_METHODOLOGY,1.0
Paper_75,International Patent Classification (IPC) codes used as variables,HAS_METHODOLOGY,1.0
Paper_75,Validation using patent documents related to BMW motor company,HAS_METHODOLOGY,1.0
Paper_75,Performance of the proposed method is verified using BMW patent documents,HAS_RESULTS,1.0
Paper_76,Gastric cancer treatment requires effective and safe adjuvant therapies alongside chemotherapy,HAS_BACKGROUND,1.0
Paper_76,Existing evidence on the comparative effectiveness and safety of oral Chinese patent medicines combined with chemotherapy is limited,HAS_BACKGROUND,1.0
Paper_76,There is a need for comprehensive evaluation of these medicines listed on China's National Basic Medical Insurance Drugs List,HAS_BACKGROUND,1.0
Paper_76,To assess the comparative effectiveness and safety of oral Chinese patent medicines combined with chemotherapy for gastric cancer,HAS_PURPOSE,1.0
Paper_76,To provide evidence-based recommendations for clinical practice regarding these adjuvant treatments,HAS_PURPOSE,1.0
Paper_76,"Network meta-analysis of randomized controlled trials (RCTs) from multiple databases (PubMed, Cochrane Library, CNKI, Wanfang, VIP)",HAS_METHODOLOGY,1.0
Paper_76,"Literature search in seven electronic databases from inception to February 25, 2020",HAS_METHODOLOGY,1.0
Paper_76,"Data analysis using STATA 16.0 and ADDIS 1.16.8 software, with risk of bias assessed using Cochrane Risk of Bias Scale",HAS_METHODOLOGY,1.0
Paper_76,30 RCTs included involving 7 oral Chinese patent medicines and 2602 patients,HAS_RESULTS,1.0
Paper_76,"Bazhen granule + chemotherapy ranked first for clinical efficacy improvement, followed by Cinobufacin capsule and Xiao'aiping tablet combinations",HAS_RESULTS,1.0
Paper_76,"Xiao'aiping tablet best for improving performance status, Zhenqi Fuzheng granule best for reducing leucopenia incidence",HAS_RESULTS,1.0
Paper_77,Evaluation of efficacy and safety of oral Chinese patent medicines combined with TACE for primary liver cancer,HAS_BACKGROUND,1.0
Paper_77,Existing research limitations indicate current evidence level is not high and needs further verification,HAS_BACKGROUND,1.0
Paper_77,Compare different oral Chinese patent medicines combined with TACE versus TACE alone,HAS_PURPOSE,1.0
Paper_77,Rank the efficacy of various Chinese patent medicines across multiple clinical endpoints,HAS_PURPOSE,1.0
Paper_77,Network Meta-analysis of 68 randomized controlled trials,HAS_METHODOLOGY,1.0
