Id,Label,Type,Full_Text
Paper_69,This work focuses on the long-term structural evol...,Paper,"This work focuses on the long-term structural evolution of the telecommunication switching industry, analyzing both the technology and the firm level. The first contribution of this work is in the empirical representation of technological change. Following the growing field of research about the use of patent citation networks for mapping technological trajectories, this methodology is applied to the telecommunications switching industry. Furthermore, given the paucity of analytical tools for the analysis of patent citation networks from a technology dynamics perspective, a completely new method is developed. Loosely based on the notion of ""inheritance of genes"", some indicators of cumulativeness of knowledge are developed and used for detecting the emergence of new technologies within a patent citation network. The second contribution is in the tradition of evolutionary economics, that is to provide an in depth case study of industry evolution. In particular, following the Sectoral System of Innovation approach, a chapter of this work is devoted to the analysis of the structural evolution of the telecommunication switching industry. This corresponds to considering the industry long-term development and focusing on several aspects, such as the emergence of new technologies, changes in firms competences and skills, firms’ diversification and integration strategies, and the role of public authorities and institutions. The analysis of the structural evolution intends to enrich the bulk of appreciative theorizing about the co-evolution of technology and industry in an oligopolistic and regulated sector. This thesis includes both qualitative and quantitative research methods. The former mainly consist of the use of secondary sources and empirical data for reconstructing technology, industry, and firm evolution. The latter is carried out analyzing a patent citation network built using patents related to telecommunication switching granted between 1963 and 2001. Part I (chapter 2) introduces the reader to some theoretical issues covered in the thesis and provides the underpinning of what we could call the ""general assumptions"" of the thesis. These are: the theoretical support of an industry level study, the link between technology and industrial dynamics, and a cognitive approach to technical change. Finally, this chapter ends with the explicit stating of the research questions. Part II (chapters 3 and 4) represents a piece of qualitative research that focuses on the technological development and the industry structural evolution. In particular, chapter 3 provides a detailed account of technology evolution in telecommunication switches, whose aim is to highlight the technological history of telecommunication switches and which technological bottlenecks materialized. This chapter argues that technological progress in the industry follows a ""challenge-and-response"" pattern where the main driver appears to be the solution of emerging technical bottlenecks. Furthermore, this chapter also underlines the issue of performance measurement (i.e. service characteristics) stressing the ""not-off-the-shelf"" nature of telecommunication switches and the interoperability to other network infrastructures. Chapter 4 is an account of the structural evolution of the telecommunication switching industry from its infancy until recent years. As this means to consider several aspects both at firm and industry level, the chapter is divided in two parts. In the first part the industry is considered as a whole and for each period five dimensions are systematically discussed. These are: (i) market structure, (ii) barriers to entry, (iii) demand, (iv) relevant actors end their relations, and (v) source of knowledge and technology. In the second part firms are considered individually with special attention to their (common) genealogy, their national context, their technological competences, and their patterns of diversification and specialization. Part III (chapters 5 and 6) centers on the analysis of technology dynamics through the use of patent citation networks. In particular, the analysis tries to couple qualitative and quantitative research, moving beyond just considering patents as a ""count unit"" and considering also their descriptive contents. The analysis focuses on two aspects: (i) mapping the main flow of knowledge within a directed network using the established method proposed by Hummon and Doreian (1989) and (ii) the analysis of the newly introduced concept of knowledge persistence. We could consider these two chapters as an empirical counterpart of chapter 3, as they provide an empirical representation of the technological evolution and of the exploration of the available technological space. The first step of this type of analysis is the re-framing of the history of technology (chapter 3) in the technological paradigms and trajectories framework. This analysis examines the technological advance through the lenses of engineering heuristics and pinpoints what search strategies engineers used over time. In this setting, paradigms can be distinguished by looking at the stability of such heuristics, the need for new technological competences, and the emergence of new technical bottleneck. The second aspect of technology dynamics is knowledge persistence and the long term knowledge flows in the network. A patent citation network represents a system of knowledge generation and transmission (through citations), and this makes possible to identify the most successful patents in spreading their knowledge to later patents. This corresponds to study each patent citation structure from a global network perspective. In chapter 6 this is operationalized by using genetic concepts such as the Mendelian law of genes inheritance. Finally, in Part V, chapter 7 provides a summary of the main findings of this thesis, discusses their implications, and suggests future lines of research. As regarding industry evolution we can conclude that despite several waves of radical technological change this industry displays a ""slow dynamics"". This is rooted in a slow innovation process and adoption through long-term procurement contracts. Furthermore, looking at the major players reveals a large degree of heterogeneity in term of firms internationalization and telecommunication specialization. As regarding the empirical investigation of technology dynamics we can conclude that the proposed method is successful in clustering patents according to different technological paradigms. Furthermore, it emerges that the adaptation of a new radical technology (i.e. packet switching) to the telephony network took place through the intense exploration of a limited part of the available technological space."
Paper_70,"In recent years, 5G has been the focus of research...",Paper,"In recent years, 5G has been the focus of research and development in the telecom industry. This paper aims to understand the development trend and technical hot spots of 5G technology through the patent analysis and build a citation network at the assignee organization level. The workflow of the paper is divided into four steps: patent data collection and cleaning, patent overview analysis, network creation and analysis, O-I index analysis. This article collected the patent data from the United States patent and trademark office (USPTO). We understand the application trend, technical hot spots, and leading players in the 5G domain through the patent overview analysis. We comprehend the structure and characteristics of the network and critical nodes from network topology analysis. By using O-I index analysis, we learn the flow of 5G technology knowledge between the organizations. This paper provides a useful analytical model for the patent analysis and technological knowledge flow in a specific field, which can be applied to patent analysis in other fields."
Paper_71,Abstract Introduction The purpose of this study wa...,Paper,"Abstract Introduction The purpose of this study was to evaluate the therapeutic effectiveness of Chinese patent medicines containing red yeast rice for the treatment of hyperlipidaemia. Methods Relevant literature published until 13 August 2021, was retrieved from six electronic databases. Randomized clinical trials of Chinese patent medicines containing red yeast rice in patients with hyperlipidaemia were included in the review. Network meta‐analysis was performed using Stata 13.1 software. Methodological quality was assessed using the Cochrane risk of bias tool. The surface under the cumulative ranking (SUCRA) curve probability values were used to rank the treatments. Results This study included 47 trials involving 4824 subjects. In terms of reduced total cholesterol levels, Xuezhikang (SUCRA: 84.5%) had the highest probability of being the most effective formulation, with Simvastatin (66.4%) and Zhibitai (65.4%) ranked second and third, respectively. Xuezhikang also had the highest probability of reducing low‐density lipoprotein cholesterol levels to the greatest extent (SUCRA: 82.6%) with Simvastatin (SUCRA: 74.9%) and Zhibituo (SUCRA: 52.8%) being the second and third choices, respectively. For reduced triglyceride levels, Zhibituo (SUCRA: 80.2%) exhibited the highest probability of being the most effective, with Xuezhikang (SUCRA: 63.4%) and Simvastatin (SUCRA: 57.6%) in second and third places, respectively. Finally, in terms of improving high‐density lipoprotein cholesterol levels, Zhibituo (SUCRA: 90.1%) had the highest probability of being the most effective, with Simvastatin (SUCRA: 82.1%) and Xuezhikang (SUCRA: 51.1%) ranked second and third, respectively. Conclusions Xuezhikang was found to have the highest probability of being the most effective formulation for reducing total cholesterol and low‐density lipoprotein cholesterol levels, while Zhibituo had the highest probability of being the most effective for controlling triglyceride and high‐density lipoprotein cholesterol levels. The studies included in the review exhibited certain limitations and, therefore, more rigorously designed studies should be performed. Trial registration: INPLASY registration number: INPLASY202130017."
Paper_72,These findings suggest that closure and OAT may be...,Paper,"These findings suggest that closure and OAT may be equally effective in recurrent stroke prevention in patients with PFO. There is an increased risk of atrial fibrillation and bleeding with closure and OAT therapy, respectively. A randomized trial is needed to identify patients who would benefit most from each strategy."
Paper_73,This study aims to predict new technologies by ana...,Paper,"This study aims to predict new technologies by analyzing patent data and identifying key technology trends using a Temporal Network. We have chosen big data-based smart logistics technology as the scope of our analysis. To accomplish this, we first extract relevant patents by identifying technical keywords from prior literature and industry reports related to smart logistics. We then employ a technology prospect analysis to assess the innovation stage. Our findings indicate that smart logistics technology is in a growth stage characterized by continuous expansion. Moreover, we observe a future-oriented upward trend, which quantitatively confirms its classification as a hot technology domain. To predict future advancements, we establish an IPC Temporal Network to identify core and converging technologies. This approach enables us to forecast six innovative logistics technologies that will shape the industry’s future. Notably, our results align with the logistics technology roadmaps published by various countries worldwide, corroborating our findings’ reliability. The methodology presents in this research provides valuable data for developing R&amp;D strategies and technology roadmaps to advance the smart logistics sector."
Paper_74,The study of policy discourse comprises actor-cent...,Paper,"The study of policy discourse comprises actor-centered and content-oriented approaches. We attempt to close the gap between the two kinds of approaches by introducing a new methodology for the analysis of political discourse called Discourse Network Analysis. It is based on social network analysis and qualitative content analysis and takes an entirely relational perspective. Political discourse can be analyzed in a dynamic way, and the approach makes previously unobservable cleavage lines and alignments measurable at the actor level, at the level of the contents of a discourse, and a combined layer. We compare discourse network analysis with political claims analysis, a competing method, and apply both methods to the European-level discourse on software patents. Our results demonstrate how an anti-software-patent coalition was mobilized and how it gained control over important frames, while the well-organized pro-software-patent discourse coalition was not able to gain sovereignty over the discourse."
Paper_75,Technology management is important to both compani...,Paper,"Technology management is important to both companies and nations. Recently, economic competitiveness for both depends on technological prowess. Patents are a representative index of technological competitiveness because a patent document has diverse and detailed information about developed technologies. Hence, patent analysis is an efficient tool for technology management activities such as R&D planning and technology marketing. In this paper, we propose a patent analysis method using Bayesian network models. A Bayesian network is a graphical model representing the relationships between variables. We use International Patent Classification codes as the variables of a Bayesian network model to obtain the technological associations between codes. We verify the performance of our research using retrieved patent documents related to the BMW motor company."
Paper_76,Objectives . This network meta‐analysis (NMA) was ...,Paper,"Objectives . This network meta‐analysis (NMA) was designed to assess the comparative effectiveness and safety of oral Chinese patent medicines combined with chemotherapy for gastric cancer on the National Basic Medical Insurance Drugs List of China. Methods . A comprehensive literature search was performed in seven electronic databases from their inception to February 25, 2020, aiming to collect all related randomized controlled trials (RCTs) to evaluate the effectiveness and safety of oral Chinese patent medicines as an adjuvant for gastric cancer. Two researchers independently screened the literature, extracted data, and assessed the risk of bias of included studies using the Cochrane Risk of Bias Scale. NMA was then performed by using STATA 16.0 software and ADDIS 1.16.8 software. Results . Finally, 30 RCTs were included, involving seven kinds of oral Chinese patent medicines, with a total of 2602 patients. For improvement of clinical efficacy, Bazhen granule combined with chemotherapy was ranked first for effectiveness, followed by the Cinobufacin capsule combined with chemotherapy and Xiao’aiping tablet combined with chemotherapy. Meanwhile, Bazhen granules combined with chemotherapy also were ranked first in reducing gastrointestinal reactions. In terms of improving performance status, the Xiao’aiping tablet was the best and significantly better than other oral Chinese patent medicines. Besides, the Zhenqi Fuzheng granule combined with chemotherapy was best for reducing the incidence of leucopenia. Conclusions . Since only one RCT of Bazhen granule was included in this study for analysis, its statistical efficiency is low. Therefore, this study recommends that the Cinobufacin capsule combined with chemotherapy should be a priority in improving clinical efficacy. In terms of improving patients’ quality of life, Xiao’aiping tablet is the best choice. Safety was best for Zhenqi Fuzheng granule and Bazhen granule combined with chemotherapy. Limited by the quantity, quality, and possible bias of included studies, the above conclusions need to be further verified by more high‐quality RCTs."
Paper_77,Network Meta-analysis was used to evaluate the eff...,Paper,"Network Meta-analysis was used to evaluate the efficacy and safety of different oral Chinese patent medicines combined with transcatheter arterial chemoembolization(TACE) in the treatment of primary liver cancer. Randomized controlled trials of oral Chinese patent medicines for primary liver cancer were retrieved from CNKI, Wanfang, VIP, SinoMed, PubMed, Cochrane Library and EMbase databases from inception to May 2020. According to the Cochrane recommendation standard, the quality of the included articles was evaluated, and the data were analyzed by RevMan, R software and GeMTC software. A total of 10 kinds of oral Chinese patent medicines and 68 RCTs were included. Network Meta-analysis results showed that: as compared with TACE alone, 10 kinds of oral Chinese patent medicines combined with TACE showed advantages in effective rate, 1-year survival rate, 2-year survival rate, KPS score improvement rate and reduced adverse reaction incidence. In the pairwise comparison of oral Chinese patent medicines, the results showed that Cidan Capsules were superior to Jinlong Capsules and Xihuang Pills in 1-year survival rate. According to the probabi-lity ranking results: Shenyi Capsules and Ganfule were more obvious in improving the effective rate; Cidan Capsules and Shenyi Capsules were more effective in improving the 1-year survival rate; Pingxiao Capsules and Shenyi Capsules had better efficacy in improving 2-year survival rate; Huaier Granules and Shenyi Capsules had better efficacy in improving the quality of life; Huisheng Oral Liquid and Ganfule were more effective in reducing the incidence of adverse reactions(such as nausea, vomiting and leukocytosis). The current evidence showed that oral Chinese patent medicine combined with TACE was superior to TACE alone in efficacy and safety. In terms of the effective rate, 1-year survival rate, 2-year survival rate, KPS score improvement rate and reduced adverse reaction incidence, the optimal treatment measures were Shenyi Capsules, Cidan Capsules, Pingxiao Capsules, Huaier Granules and Huisheng Oral Liquid in turn. However, due to the limitations of the research, the current level of evidence is not high, and clear conclusions and evi-dence strength still need to be further verified and improved by high-quality researches."
Paper_78,Are lone inventors more or less likely to invent b...,Paper,"Are lone inventors more or less likely to invent breakthroughs? Recent research has attempted to resolve this question by considering the variance of creative outcome distributions. It has implicitly assumed a symmetric thickening or thinning of both tails, i.e., that a greater probability of breakthroughs comes at the cost of a greater probability of failures. In contrast, we propose that collaboration can have opposite effects at the two extremes: it reduces the probability of very poor outcomes—because of more rigorous selection processes—while simultaneously increasing the probability of extremely successful outcomes—because of greater recombinant opportunity in creative search. Analysis of over half a million patented inventions supports these arguments: Individuals working alone, especially those without affiliation to organizations, are less likely to achieve breakthroughs and more likely to invent particularly poor outcomes. Quantile regressions demonstrate that the effect is more than an upward mean shift. We find partial mediation of the effect of collaboration on extreme outcomes by the diversity of technical experience of team members and by the size of team members' external collaboration networks. Supporting our meta-argument for the importance of examining each tail of the distribution separately, experience diversity helps trim poor outcomes significantly more than it helps create breakthroughs, relative to the effect of external networks."
Paper_79,Technology forecasting research is an indispensabl...,Paper,"Technology forecasting research is an indispensable means to master the development trend of technology and provide decision support for scientific research management. For patent documents, it does not provide keyword information, which makes the keyword based technology prediction method have some limitations in revealing research content and hidden topics in specific fields. In order to better reflect the technical information in the patent, this paper combines topic analysis and social network analysis to study the development trends of gene editing technology. First, the patent data of gene editing technology is collected from Derwent Innovations Index. Secondly, text mining software is adopted to draw a network graph of topic words, combined with Inverse Document Frequency (IDF) to construct a weighted adjacency matrix, and Social Network Analysis is used to obtain the degree of centrality of technical topic words. Finally, the technological trends of gene editing technology is explored by identifying the core themes of gene editing, highlighting themes and emerging themes, and some meaningful conclusions are also obtained. Based on the analysis results, this study finds that the development of gene editing technology is limited by factors such as ethics, law and cellular pollution. In addition, future research directions will be more inclined to optimize the safety and efficiency of gene editing technology."
Paper_80,The patent cooperation network which enterprises j...,Paper,"The patent cooperation network which enterprises join is a very important network platform for enterprises’ open innovation. However, very limited work has been done to empirically investigate the dynamic change process of the network in China. To address this issue, this paper analyzes dynamic change process of cooperation network of enterprises and the small-world effect of the biggest subgroup according to the data of 36731 items of cooperative patents between enterprises from 1985 to 2010 published by the State Intellectual Property Office of China. A conclusion can be drawn from the analysis results that the biggest subgroup has the characteristics of small-world effect, but the overall network structure also has some defects, which limit the development of open innovation. For the first time, suggestions on open innovation strategies are put forward to provide theoretical reference for both the government and enterprises."
Paper_81,The municipal solid waste in China is increasing a...,Paper,"The municipal solid waste in China is increasing at an unprecedented pace due to the upgrading urbanization and improving living standard. The waste-to-energy (WTE) incineration technology offers a viable and potentially profitable technical solution to this booming phenomenon. The highly complex and systematic nature of WTE technologies have led to the emergence of WTE innovation network in the past decade. This study applies complex network theory as well as social network analysis to investigate the social network structure evolution of WTE technologies in terms of global network properties, major actors' centrality and collaboration relationships. Based on the data-set covering joint filing patents pertaining to waste heat over the period 2006–2015, this study finds that the overall WTE innovation network exhibits the properties of scale-free network with minority organizations linking to abundant organizations. A large fraction of major actors represent the first-movers in the WTE research and still control the technological trajectories. The collaboration relationships have moved toward higher level of multidisciplinary and larger technological distance. Overall, the evolution of WTE innovation network features a young state of industry with high regime dependence. Finally, some suggestions are proposed to shed light on benign development of WTE innovation network."
Paper_82,The objective of the study is to systematically ev...,Paper,"The objective of the study is to systematically evaluate the efficacy of four Chinese patent medicines in combination with angiotensin-converting enzyme inhibitors/angiotensin receptor blockers (ACEI/ARB) in the treatment of early diabetic nephropathy (DN). Retrospectively, previously published randomized controlled trials (RCTs) of four different Chinese patent medicines combined with ACEI or ARB in the treatment of patients with early DN were searched overall from databases. The data were analyzed by R, Generate Mixed Treatment Comparisons and STATA softwares. A total of 78 RCTs were finally included. Network meta-analysis showed that the total effective rate of the Jinshuibao capsule-ACEI/ARB combination group and Huangkui capsule-ACEI/ARB combination groups were better than the others; Jinshuibao capsule-ACEI/ARB combination group reduced the 24-h urinary protein excretion (24-h UTP), urine microalbumin excretion rate (UAER), serum creatinine (Scr), and glycosylated hemoglobin (HbAlc) values. The Huangkui capsule-ACEI/ARB combination demonstrated a better reduction of (blood urea nitrogen [BUN]). Reduced incidences of adverse effects were only observed on treatment with Bailing capsule-ACEI/ARB combination. In early DN, combination of Jinshuibao capsule-ACEI/ARB provided the highest effective rate; moreover, it could reduce the 24-h values of UTP, UAER, Scr, and HbAlc; Huangkuai capsule-ACI/ARB combination group showed a good effect on reducing BUN. Bailing capsule-ACEI/ARB combination group had reduced the incidences of adverse reactions."
Paper_83,The enhanced R&amp;D cooperative efforts between l...,Paper,"The enhanced R&amp;D cooperative efforts between large firms and small and medium-sized enterprises (SMEs) have been emphasized to perform innovation projects and succeed in deploying profitable businesses. In order to promote such win-win alliances, it is necessary to consider the capabilities of large firms and SMEs, respectively. Thus, this paper proposes a new approach of partner selection when a large firm assesses SMEs as potential candidates for R&amp;D collaboration. The first step of the suggested approach is to define the necessary technology for a firm by referring to a structured technology roadmap, which is a useful technique in the partner selection from the perspectives of a large firm. Second, a list of appropriate SME candidates is generated by patent information. Finally, a Bayesian network model is formulated to select an SME as an R&amp;D collaboration partner which fits in the industry and the large firm by utilizing a bibliography with United States patents. This paper applies the proposed approach to the semiconductor industry and selects potential R&amp;D partners for a large firm. This paper will explain how to use the model as a systematic and analytic approach for creating effective partnerships between large firms and SMEs."
Paper_84,Abstract This paper collects 103 sample firms' 201...,Paper,"Abstract This paper collects 103 sample firms' 2015 to 2019 data through data envelopment analysis to measure their technical innovation performance and social network analysis to build joint‐patent networks and explore knowledge‐creating alliance relationships. The article highlights how tacit knowledge recombination works as a mechanism of boundary spanning. It emphasizes the significance of strategic balancing networks' position to improve technical innovation performance and competitiveness of patent‐intensive (PI) firms. This research contributes to shedding additional light on the nature of the boundary‐spanning mechanism and PI firms' knowledge exchanges. Specifically, it examines how balancing boundaries spanning through joint‐patent networks can influence the processes of tacit knowledge transmission and recombination between knowledge‐based actors."
Paper_85,"In recent years, 5G has been the focus of research...",Paper,"In recent years, 5G has been the focus of research and development in the telecom industry. This paper aims to understand the development trend and technical hot spots of 5G technology through the patent analysis and build a citation network at the assignee organization level. The workflow of the paper is divided into four steps: patent data collection and cleaning, patent overview analysis, network creation and analysis, O-I index analysis. This article collected the patent data from the United States patent and trademark office (USPTO). We understand the application trend, technical hot spots, and leading players in the 5G domain through the patent overview analysis. We comprehend the structure and characteristics of the network and critical nodes from network topology analysis. By using O-I index analysis, we learn the flow of 5G technology knowledge between the organizations. This paper provides a useful analytical model for the patent analysis and technological knowledge flow in a specific field, which can be applied to patent analysis in other fields."
Paper_86,Bibliometry coupling is used to process bibliograp...,Paper,"Bibliometry coupling is used to process bibliographic data to assert existing latent information on publication material. We apply here this technique on patent data gathered from the OPS web service to enhance the exploration process of patents using network visualization. The following will present briefly graph theory preliminaries, the gathering and transforming process on the ops base. The different networks produced will be discussed and placed in a generic economic intelligence process. Finally we present a case study using this approach to discuss the democratization of 3D printing."
Paper_87,Purpose – The purpose of this paper is to analyze ...,Paper,"Purpose – The purpose of this paper is to analyze the network structure of technology in and between different fields, as well as the evolution of their relations. Design/methodology/approach – Using the patent data in Derwent Innovation Index (DII) from 1991 to 2010, this paper analyzes the co-classification of Derwent Manual Code (DMC) of patents in all technology fields. Large-scaled co-classification matrices are employed to generate the DMC co-classification networks. In addition, analyses are pursued at different levels of aggregation in four five-year windows: 1991-1995, 1996-2000, 2001-2005 and 2006-2010. Using Girvan-Newman algorithm in the clustering process, the structure transformations over time are detected. Findings – The paper identifies the key technological knowledge in certain fields and finds out how different technological fields are connected and integrated. What is more, the dynamic evolution between networks in different time periods reveals the trend of generic technology development in the macroscopic level. Originality/value – The paper investigates a large quantity of data – all the patent data in DII from 1991 to 2010 in this paper. The paper applies Girvan-Newman algorithm in the co-classification analysis and uses co-classification networks to reveal technology network structures. Evolution coincident with the realistic technological shifts can be observed."
Paper_88,We describe a fully data driven model that learns ...,Paper,"We describe a fully data driven model that learns to perform a retrosynthetic reaction prediction task, which is treated as a sequence-to-sequence mapping problem. The end-to-end trained model has an encoder-decoder architecture that consists of two recurrent neural networks, which has previously shown great success in solving other sequence-to-sequence prediction tasks such as machine translation. The model is trained on 50,000 experimental reaction examples from the United States patent literature, which span 10 broad reaction types that are commonly used by medicinal chemists. We find that our model performs comparably with a rule-based expert system baseline model, and also overcomes certain limitations associated with rule-based expert systems and with any machine learning approach that contains a rule-based expert system component. Our model provides an important first step toward solving the challenging problem of computational retrosynthetic analysis."
Paper_89,Purpose The purpose of this paper is to quickly re...,Paper,"Purpose The purpose of this paper is to quickly retrieve the same or similar patents in a large patent database. Design/methodology/approach The research is carried out through the analysis of the issue of patent examination, the type of patent infringement search and theories related to patent infringement determination and text mining. Findings The results show that the model improves the speed of patent search. It can quickly, accurately and comprehensively retrieve the same or equivalent patents as the imported patent claims. Research limitations/implications The patent infringement detection mainly focuses on the measurement of patent similarity in the implementation method. It is not mature, and there is still much room for improvement in research. Practical implications The model improves the efficiency of patent infringement detection, increases the accuracy of detection and protects the interests of patent stakeholders. Originality/value This study has great significance for improving the efficiency of patent examiners."
Paper_90,The network of patents connected by citations is a...,Paper,"The network of patents connected by citations is an evolving graph that represents the innovation process of society. A patent citing another implies that the cited patent contains a piece of previously existing knowledge that the citing patent is building upon. Understanding the development of the patent citation network contributes to the discovery of the rules that govern its growth. By adopting a citation-based recursive ranking method for patents, the evolution of new fields of technology can be traced. Specifically, a reinforcement learning based ranking algorithm was adopted and found more appropriate than the now classical PageRank algorithm. The temporal evolution of patent classes and the eventual interaction among them were studied by combining regression and clustering methods. While some patterns for the network dynamics have clearly been identified, more work is needed to see the details and to be able to make predictions for the emerging fields of technologies."
Paper_91,An important feature in recent innovation trend is...,Paper,"An important feature in recent innovation trend is the merging and overlapping of technologies, i.e. the technological convergence. The paper proposes two approaches using patent data to examine the technological convergence. First, we conduct a patent network analysis using the patent citation, which can be considered as a knowledge flow among technological fields. Second, in order for more specific analysis, the co-classification among technologies is carried out to measure the convergence intensity, rate, and coverage. Finally, by using the coverage intensity and rate, we propose two portfolio matrices to manage the technological convergence."
Paper_92,Background: Stable angina is a common condition wi...,Paper,"Background: Stable angina is a common condition with high morbidity and mortality rates. It has been reported that combining oral Chinese patent medicines (OCPMs) and Western medicine (WM) could potentially achieve a better effect than WM alone. However, the optimal OCPMs for stable angina remain controversial and merit further empirical research. Methods: PubMed, Embase, Web of Science, Cochrane Library, Ovid-Medline, Clinical Trials.gov , China National Knowledge Infrastructure, Wanfang Database, Weipu Journal Database, and Chinese Biomedical Literature Database were all searched from inception to 13 March 2022. We employed Version 2 of the Cochrane risk-of-bias tool (ROB2) to assess the overall quality of the selected studies. We also used R 4.1.2 and STATA 14.0 software applications to perform network meta-analysis, followed by sensitivity and subgroup analysis. Results: A total of 179 randomized controlled trials with 16,789 patients were included. The selected trials were all assessed as some concerns. OCPMs combined with WM had a better treatment effect than WM alone. In terms of the effective clinical rate, a significant increase was detected for Qishen Yiqi dripping pill (QSYQ)+WM as compared with Shensong Yangxin capsule (SSYX)+WM, Shexiang Baoxin pill (SXBX)+WM, Tongxinluo capsule (TXL)+WM, Xuefu Zhuyu capsule (XFZY)+WM, Qiliqiangxin capsule (QLQX)+WM, Naoxintong capsule (NXT)+WM, Fufang Danshen dripping pill (FFDS)+WM, and Danlou tablet (DL)+WM. QSYQ + WM had the highest-ranking probability (98.12%). Regarding the effective rate in ECG, QSYQ + WM was superior to SXBX + WM, TXL + WM, DL + WM, FFDS + WM, and NXT + WM. QSYQ + WM ranked first (94.21%). In terms of weekly frequency of angina, QLQX + WM obtained a better effect than FFDS + WM, Kuanxiong aerosol (KXQW)+WM, NXT + WM, QLQX + WM, SSYX + WM, SXBX + WM, and TXL + WM. QLQX + WM ranked first (100.00%). Regarding the duration of an angina attack, KXQW + WM was superior to SSYX + WM; KXQW + WM ranked first (95.71%). Adverting to weekly nitroglycerin usage, TXL + WM had the highest-ranking probability (82.12%). Referring to cardiovascular event rate, DL + WM had the highest effect (73.94%). Additionally, SSYX + WM had the lowest rate of adverse drug reactions (1.14%). Conclusion: OCPMs combined with WM had a higher efficacy. QSYQ + WM, QLQX + WM, KXQW + WM, TXL + WM, DL + WM, SSYX + WM, and SXBX + WM merit further investigation. SXBX + WM is presumably the optimal treatment prescription for both clinically effective and cardiovascular event rates. Further high-quality empirical research is needed to confirm the current results. Systematic Review Registration: URL = https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=316534 , CRD 42022316534"
Paper_93,Identification of prevalent problems is an importa...,Paper,"Identification of prevalent problems is an important process of strategic innovation for stakeholders of trending technologies. This paper proposes a systematic and replicable method of patent analysis to identify problems to be solved requisite for sustainable technology planning and development, by implementing the concept of ‘context’ to facilitate problem identification. The main concept of the method entails the importance of the connections between contextual information and problems to provide more focused, relevant, and constructive insights essential for instating goals for research and development activities. These context–problem entities and their entwined connections are discovered using keyword pattern matching, grammar-based text mining, and co-word analysis techniques. The intermediary outputs are then utilized to generate the proposed context–problem network (CP net) for social network, grammar, and quantitative data analysis. For verification, our method was applied to 737 patents in the wireless energy transmission technology domain, successfully yielding CP net data. The detailed analysis of the resulting CP net data delivered meaningful information in the wireless charging technology field: The main contexts, “batteries”, “power transmission coils”, and “cores”, are found to be most relevant to the main problems, “maximizing coupling efficiency”, “minimizing DC signal components”, and “charging batteries”. The results provide a wide range of informative perspectives for individuals, the scientific community, corporate, and market-level stakeholders. Furthermore, the method of this study can be applicable to various technologies since it is independent of specific subject domains. Future research directions aim to improve this method for better quality and modeling of contexts and problems."
Paper_94,Patent statistics provide insight into a range of ...,Paper,"Patent statistics provide insight into a range of economic phenomena in the economics of innovation. Since the earliest research using patent data, it was recognized that patents are highly heterogeneous with a minority of patents having much greater impact and value than others. Citation counts are a key measurement of patents, observable directly from patent bibliographic data, which carries information about patent characteristics. But patent citations form a complex network that carries more information about patents than the number of a patent's immediate neighbors.This dissertation explores network measures that exploit this structure to extract more information about patents. The first chapter of this dissertation is addressed to network centrality and the measurement of patent value. The centrality of a patent is negatively related, after controls for citation counts, to public company market value. This establishes that centrality measurements carry information about patent attributes beyond citation counts, and suggests a clear market saturation phenomenon that may drive the result.The next chapter considers whether patent centrality measurements can detect probable holdup in the economic space of patents. Patent pools associated with technical standards, such as the MPEG-2 video compression method, can relate to inventions subject to many competing rights. Centrality measurements are lower for patents that are in the patent pool, suggesting a line of research into the measurement of patent complementarity and substitute relationships.The remaining chapter concerns technology identification from patent citations. Classifying patents by technology is a common necessity in patent empirics, and existing approaches using administrative classification suffer certain inevitable limitations due to the nature of the classification system. Community detection algorithms can use citations to break patents into natural groups. An empirical analysis shows that the communities thus produced contain more information than administrative classifications and can detect underlying technological changes before the classification system does."
